user_name,"San Francisco, CA",state,post_city,latitude,longitude,post_time,sentiment_score,magnitude,text
Taber M,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 18:42:18 +0000 2018,0,0,"Reportedly , the first genetically modified babies have been born in China with genes edited to prevent HIV infectio"
Charlie Peralta,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 17:02:40 +0000 2018,0,0.2,"RT : Primum non nocere . Amidst coverage of premature , misdirected human editing via CRISPR , one of many concerns is the question"
Keesler Welch,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 15:43:25 +0000 2018,0,0.1,"Gattaca is here . . . #CRISPR "" Chinese scientist claims world's first gene-edited babies "" via"
"Jessica Binder, PhD","Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 15:35:21 +0000 2018,-0.3,0.3,"RT : Feng Zhang statement on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about th"
Eran Meshorer,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 14:29:07 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Amber Gallaway,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 13:42:40 +0000 2018,0,0,RT : Gene editing of human babies in China is apparently happening . Major scientific breakthrough but also major safety concerns
leslie sheppard ⚙️,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 12:20:49 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Patricia Monteiro,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 11:16:47 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Brian Skotko,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 11:10:27 +0000 2018,0,0.1,Have the first genetically edited babies been born ? via
Lynn Jolicoeur,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 11:00:16 +0000 2018,0.4,0.4,Our interview with CRISPR inventor : Gene Editing Pioneer Speaks Out Against Genetic Editing Of Babies In Ch
Magomet Aushev,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 10:10:39 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
ZAQS Tech News,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 09:30:51 +0000 2018,0,0,More than 100 scientists in China say baby gene editing is ' crazy '
Christopher Tiedje,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 09:08:12 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Dr.Okaychukwu,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 08:45:28 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Jonathan Field,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 08:01:06 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Make First Genetically Edited Babies via
Ginnette,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 07:33:21 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Jose Hernandez,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 05:11:56 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Vida Latina,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 05:04:17 +0000 2018,0,0,RT : Gene editing pioneer speaks out against genetic editing of babies in China :
Yanxuan Li,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 05:03:50 +0000 2018,0.1,1.3,This is really beyond my comprehension ... Chinese Scientist Claims to Use Crispr to Make First Genetically Edited B
Alisyn Gayle,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 04:59:31 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Leng Han,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 04:58:40 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Kevin Goheen,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 04:33:37 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Alejandra Falla,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 04:01:53 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Stew Neifert,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 04:01:23 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Do,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 03:26:17 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Susan Roberts,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 03:25:22 +0000 2018,-0.3,0.3,"RT : Feng Zhang statement on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about th"
Ying Chan,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 03:24:11 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Bryan Ulrich,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 03:11:44 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
"Amin Nassar, MD","Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:55:11 +0000 2018,0,0,RT : Gene editing of human babies in China is apparently happening . Major scientific breakthrough but also major safety concerns
Sema Quadir,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:39:47 +0000 2018,0,0,RT : Gene editing pioneer speaks out against genetic editing of babies in China :
Rizwan Romee,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:36:59 +0000 2018,0,0.5,Insanity ! Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies - The New York Times
Laura Strickland,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:27:39 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
NEOMATRIX,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:15:10 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
December Surprise,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:14:49 +0000 2018,0,0,RT : Gene editing pioneer speaks out against genetic editing of babies in China :
WBUR,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:11:00 +0000 2018,0,0,Gene editing pioneer speaks out against genetic editing of babies in China :
Scott Cameron,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:10:35 +0000 2018,0.5,1.1,RT : Amazing scoop by about the CRISPR gene editing of twin baby girls in China . Is it ethical to edit out a ge
Harry Breault,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 02:02:01 +0000 2018,0,0,"Thought I heard some guy talking about genetically engineered rabies tonight , now Im far less scared but still a"
Barbara Moran,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 01:54:36 +0000 2018,0.1,0.1,RT : Gene Editing Pioneer Speaks Out Against Genetic Editing Of Babies In China
Holly Robertson,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 01:49:42 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Vivien Marx,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 01:46:37 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Abbey Kempner,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 01:45:51 +0000 2018,0.1,0.1,RT : Gene Editing Pioneer Speaks Out Against Genetic Editing Of Babies In China
mikestratton.net,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 01:40:07 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Christine Herman,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 01:16:44 +0000 2018,0.5,1.1,RT : Amazing scoop by about the CRISPR gene editing of twin baby girls in China . Is it ethical to edit out a ge
Kalilur Rahman,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 01:02:48 +0000 2018,0,0.2,"RT : Primum non nocere . Amidst coverage of premature , misdirected human editing via CRISPR , one of many concerns is the question"
Denis Wirtz,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 00:53:18 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Ajinkya Shrish Kamat,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 00:45:58 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies #Science
egoldman2000,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 00:45:03 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Biswapriya Misra,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 00:40:43 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Manoj Mayogi Mishra,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 00:34:40 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
CommonHealth,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 00:22:41 +0000 2018,0.2,0.2,Gene Editing Pioneer Speaks Out Against Genetic Editing Of Babies In China
alissa ambrose,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 00:22:23 +0000 2018,-0.4,0.4,An outsider claimed to make genome-editing history and the world snapped to attention via
BKRJCiencia,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Tue Nov 27 00:21:55 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Kasper Lage,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Mon Nov 26 23:43:25 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Steven Gazal,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Mon Nov 26 23:08:22 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
ジョ～ジ@創薬研究者,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Mon Nov 26 23:06:04 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Lihua Robertson,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Mon Nov 26 23:01:45 +0000 2018,-0.3,0.3,"RT : Feng Zhang statement on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about th"
#HellomynameisGer MSc RN,"Boston, MA",Massachusetts,boston,42.361145,-71.057083,Mon Nov 26 22:34:58 +0000 2018,-0.3,0.3,"RT : Feng Zhang on gene-edited embryo work : "" Not only do I see this as risky , but I am also deeply concerned about the lack"
Miroslav Georgiev,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Thu Nov 29 13:14:25 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes via
Michael Eriksen,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 17:11:24 +0000 2018,0.4,0.4,Extremely ( and appropriately ) strong statement from NIH Director on gene-editing in China .
Caitlin E. Cox,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 15:29:16 +0000 2018,0.9,0.9,' Proud ' Chinese geneticist says another baby-gene editing volunteer ...
Caitlin E. Cox,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 15:01:44 +0000 2018,-0.4,0.4,An outsider claimed to make genome-editing history and the world snapped to attention via
Professor Booty PhD,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 13:18:59 +0000 2018,-0.6,1.3,"RT : This is not handy . If we are afraid that the birth of the CRISPR babies threatens public trust in science , then don't s"
Roa'a Basamh 🕊🏹,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 03:40:20 +0000 2018,0,0.5,"RT : There are still too many risks , too many unknowns . writes in on the need to learn so much more about"
Dr Muin J. Khoury,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Wed Nov 28 03:01:25 +0000 2018,0,0.3,"There are still too many risks , too many unknowns . writes in on the need to learn so much mor"
kim,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 23:57:53 +0000 2018,-0.6,1.3,"RT : This is not handy . If we are afraid that the birth of the CRISPR babies threatens public trust in science , then don't s"
Charles Myrick -CEO,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 17:46:55 +0000 2018,-0.2,0.2,"Scientists , officials in China abhor gene editing that geneticistclaims"
That Hostile Over There,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 15:37:20 +0000 2018,0,0.1,for cross examinations . What are the religious implications for this floodgate ?
Northeast Georgia RESA Science,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 15:03:28 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies
Cecile Janssens,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 13:44:35 +0000 2018,-0.6,1.2,"This is not handy . If we are afraid that the birth of the CRISPR babies threatens public trust in science , then don"
Medical Sales,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 13:22:52 +0000 2018,-0.3,0.3,"Scientists , officials in China abhor gene editing that geneticist claims"
#DSIGlobal,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 10:32:00 +0000 2018,0,0,"Double , double toil and trouble ; Fire burn and caldron bubble ."
Peter Tatiner,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 03:11:45 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
Joe Domaleski,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 01:57:42 +0000 2018,-0.8,0.8,This cant be good -> Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies via
H! Rodriques,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 01:11:14 +0000 2018,-0.5,0.5,""" Chinese Scientist Claims to Use Crispr to Make First Genetically Edited Babies "" by GINA KOLATA , SUI-LEE WEE and PA"
American Researchers🇺🇸,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Tue Nov 27 00:54:56 +0000 2018,-0.4,0.9,RT : The use of gene editing in human embryos has been widely condemned as reckless and needless . By in
Miroslav Georgiev,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 23:01:08 +0000 2018,-0.4,0.4,Chinese Scientist Claims to Make First Genetically Edited Babies via
Amazing Arab,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 22:13:30 +0000 2018,-0.4,0.4,RT : A Reckless and Needless Use of Gene-Editing on Human Embryos #CRISPR
Michelle Kassorla,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 22:03:35 +0000 2018,0.2,0.2,A Reckless and Needless Use of Gene-Editing on Human Embryos #CRISPR
Beaulieu Biology,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 21:16:37 +0000 2018,-0.1,0.1,China baby gene editing claim ' dubious '
Abraham E. Gracia R.,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 20:20:12 +0000 2018,-0.4,0.9,RT : The use of gene editing in human embryos has been widely condemned as reckless and needless . By in
Dr Muin J. Khoury,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 20:05:33 +0000 2018,-0.4,0.9,The use of gene editing in human embryos has been widely condemned as reckless and needless . By in
Josiah Carey,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 16:15:03 +0000 2018,0.1,0.1,RT : Chinese scientist claims twin girls have been born with DNA altered to make them resistant to HIV ... making them the world '
Anthropological Chef,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 16:03:18 +0000 2018,0.1,0.1,RT : Chinese scientist claims twin girls have been born with DNA altered to make them resistant to HIV ... making them the world '
Arvin,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 14:47:28 +0000 2018,0.1,0.1,RT : Chinese scientist claims twin girls have been born with DNA altered to make them resistant to HIV ... making them the world '
Morning Express with Robin Meade,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 14:45:44 +0000 2018,0.1,0.1,Chinese scientist claims twin girls have been born with DNA altered to make them resistant to HIV ... making them th
PvdR Social Arena,"Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 14:25:14 +0000 2018,0,0,Scientist's baby gene-editing claim in China fuels denials and backlash via
"Ford Vox, MD","Atlanta,GA",Georgia,atlanta,33.753746,-84.38633,Mon Nov 26 01:34:26 +0000 2018,0.5,0.5,"China & He have taken this decision affecting all , under secrecy , to protect the designed babies from HIV - which i"
ZachsMind,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 23:39:13 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Christopher Peisert,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 23:21:09 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
gregg gullickson,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 23:09:19 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
AlfredoPietracatella,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 23:02:46 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Thermal PR,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 22:44:46 +0000 2018,-0.3,0.8,". China halts work by team touting world's first gene-edited babies "" I think we sti"
Evolve or die,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 22:01:05 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Rizwald,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:49:30 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Diane Carter,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:43:13 +0000 2018,0,0.1,Hey microbiologists Judy Fontana Minkoff out there . What do you think of this with relationship to Koch's postulat
Nesko Jancic,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:30:33 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Paul Higgins,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:25:45 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Peter Hinssen,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 21:11:24 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Tyler McLaren,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 20:53:25 +0000 2018,-0.2,0.5,RT : Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a saner
Kevin Kelly,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 20:53:14 +0000 2018,-0.2,0.5,Not every scientist thinks the new born genetically modified twins in China are a moral hazard . George Church has a
Rob Reich,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 19:02:52 +0000 2018,0.5,1.1,So impressive to see the scientific community resist ethically dubious work by a fellow scientist . Lessons here for
Lanny Rosenwasser,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 18:11:57 +0000 2018,0.1,0.3,"RT : Listened to ' s Alex Marson & 2 other guests on great , on genetically engineered babies :/ /"
Evan Kirstel,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 15:59:46 +0000 2018,-0.3,0.3,RT : China Halts Work by Scientist Who Says He Edited Babies Genes
"Daniel Kraft, MD","San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 15:45:41 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes
Sjögrens Forum,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 15:36:03 +0000 2018,0.1,0.3,"RT : Listened to ' s Alex Marson & 2 other guests on great , on genetically engineered babies :/ /"
KYBN-Radio,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 15:21:23 +0000 2018,0.4,0.4,China orders halt to gene-editing after scientist's claims
Huey K. Bridgeforth,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 14:11:42 +0000 2018,-0.7,0.7,RT : China halts work by team on gene-edited babies
Jeffrey Levin,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 14:06:06 +0000 2018,-0.6,0.6,China halts work by team on gene-edited babies
Ethan Weiss,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 13:16:08 +0000 2018,0.1,0.3,"RT : Listened to ' s Alex Marson & 2 other guests on great , on genetically engineered babies :/ /"
Michael Cheng,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 13:13:39 +0000 2018,0,0,China Halts Work by Scientist Who Says He Edited Babies Genes
The Hive,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 13:00:36 +0000 2018,-0.1,0.1,Gene editing moves into a frightening new stage
Jamie Hale,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 08:41:26 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Bob Wachter,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 06:54:47 +0000 2018,0.6,0.6,"Listened to ' s Alex Marson & 2 other guests on great , on genetically engineered babies"
Dr. Kate Wford Darling,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 04:57:25 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
bess williamson,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 04:06:03 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
🧞‍♀️Sakinah🧞‍♀️,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 04:00:25 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Dr. Catherine Prendergast,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 03:59:58 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Alice Wong,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 03:57:09 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
TrophyP,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Thu Nov 29 03:51:53 +0000 2018,0,0,This whole Gene editing thing with babies in China seems wrong but in the interest of science why wait for millions
Bay Area 24/7 News,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 19:47:44 +0000 2018,-0.6,0.6,China scientist defends gene-editing babies as trial paused
DanaGarrison,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 17:20:01 +0000 2018,-0.1,0.2,A scientist says he altered the genes of two baby girls . How big a line did he just cross ?
Elea Chang,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 16:43:22 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
⛅Princess Ysa♕,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 15:33:32 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Kristin Sanchez-Himmelblau,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 14:49:03 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Estarianne,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 14:42:48 +0000 2018,-0.3,0.3,"RT : Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled People and H"
Alice Wong,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 14:41:42 +0000 2018,-0.1,0.1,"Just gonna drop this link to a talk I gave at last year's Medicine X at Stanford : "" Resisting Abelism : Disabled Peop"
Dewayne Hendricks,"San Francisco, CA",California,san_francisco,37.773972,-122.431297,Wed Nov 28 12:12:24 +0000 2018,-0.5,0.5,Michelle Roberts : China baby gene editing claim ' dubious ' : Significant doubts have emerged a
